Date,Time_of_Purchase,Branch,City,Region,Product_Line,Customer_Type,Sales_Channel,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Method,Customer_Rating
2023-09-07,10:18:59,C,San Francisco,West,Sports,Member,In-store,2,249.43,0.18,409.06520000000006,103.62,Credit Card,7.7
2023-09-14,17:54:33,C,San Francisco,West,Sports,Normal,Online,3,505.11,0.02,1485.0233999999998,327.83,Gift Card,5.3
2025-12-07,15:22:18,C,San Francisco,West,Clothing,Normal,Online,2,155.87,0.21,246.27460000000002,57.27,Gift Card,6.2
2024-10-21,17:45:47,C,San Francisco,West,Home & Kitchen,Member,In-store,9,343.78,0.23,2382.3954,638.2,UPI,4.6
2025-01-19,20:46:16,A,New York,East,Electronics,Normal,Online,3,107.06,0.23,247.3086,52.89,Debit Card,6.5
2024-03-20,10:15:46,C,San Francisco,West,Health & Beauty,Member,Online,4,249.39,0.01,987.5844,207.33,Debit Card,4.3
2023-07-17,09:57:28,C,San Francisco,West,Clothing,Normal,In-store,8,153.05,0.2,979.5200000000001,205.73,UPI,5.9
2023-01-06,21:37:59,C,San Francisco,West,Home & Kitchen,Normal,In-store,3,413.33,0.11,1103.5911,149.67,Cash,5.3
2025-06-08,16:45:49,C,San Francisco,West,Health & Beauty,Member,Online,3,188.85,0.18,464.57099999999997,82.88,Debit Card,5.9
2023-01-31,16:11:44,A,New York,East,Electronics,Normal,Online,1,117.04,0.22,91.2912,24.1,Cash,9.4
2025-02-02,21:09:24,C,San Francisco,West,Home & Kitchen,Member,In-store,8,268.15,0.11,1909.2279999999998,473.56,Gift Card,5.1
2024-12-28,20:29:10,B,Chicago,Midwest,Home & Kitchen,Normal,Online,9,389.27,0.22,2732.6754,685.9,UPI,9.8
2023-02-20,17:04:50,B,Chicago,Midwest,Clothing,Member,Online,2,235.57,0.14,405.18039999999996,35.04,UPI,5.9
2024-01-26,21:48:37,C,San Francisco,West,Health & Beauty,Normal,In-store,7,523.38,0.2,2930.928,507.97,Cash,5.9
2024-05-13,21:24:35,C,San Francisco,West,Clothing,Normal,In-store,7,72.57,0.05,482.5904999999999,100.14,Cash,5.8
2024-07-20,19:25:34,C,San Francisco,West,Electronics,Normal,Online,1,249.48,0.09,227.0268,26.52,Credit Card,7.9
2024-06-08,11:14:13,C,San Francisco,West,Clothing,Normal,Online,4,232.37,0.14,799.3528,203.67,UPI,6.6
2024-05-21,18:18:21,C,San Francisco,West,Clothing,Normal,In-store,3,559.44,0.01,1661.5368,204.83,Cash,5.2
2023-02-01,12:34:16,C,San Francisco,West,Clothing,Normal,Online,4,372.92,0.23,1148.5936000000002,210.04,Debit Card,5.2
2025-04-25,18:54:36,A,New York,East,Sports,Normal,Online,9,512.65,0.04,4429.295999999999,1002.54,Credit Card,5.5
2023-05-28,09:35:35,C,San Francisco,West,Home & Kitchen,Normal,Online,3,87.42,0.07,243.90179999999998,27.74,Cash,8.2
2025-09-08,16:59:01,B,Chicago,Midwest,Sports,Member,In-store,8,76.68,0.07,570.4992,126.72,UPI,7.1
2025-10-29,14:32:15,B,Chicago,Midwest,Health & Beauty,Member,Online,9,395.17,0.17,2951.9199,502.06,Credit Card,6.4
2024-11-27,16:43:02,C,San Francisco,West,Health & Beauty,Member,Online,3,511.9,0.06,1443.5579999999998,185.77,Cash,4.7
2023-08-28,10:22:11,A,New York,East,Clothing,Normal,In-store,1,135.8,0.22,105.924,16.19,Cash,6.3
2025-12-18,11:47:10,A,New York,East,Electronics,Member,In-store,7,452.73,0.19,2566.9791000000005,381.64,Cash,4.2
2025-09-21,09:17:31,B,Chicago,Midwest,Health & Beauty,Normal,In-store,5,374.51,0.01,1853.8245,345.25,Cash,5.0
2023-02-18,10:24:02,B,Chicago,Midwest,Electronics,Normal,In-store,8,326.08,0.23,2008.6527999999998,511.52,Gift Card,7.5
2023-06-01,16:05:32,B,Chicago,Midwest,Clothing,Member,Online,5,10.76,0.01,53.26199999999999,5.27,UPI,6.2
2025-08-23,18:22:25,C,San Francisco,West,Home & Kitchen,Member,In-store,9,345.21,0.03,3013.6832999999997,402.78,Gift Card,4.7
2025-10-25,16:13:11,C,San Francisco,West,Electronics,Member,In-store,1,151.79,0.04,145.71839999999997,31.44,Credit Card,6.6
2024-04-20,14:53:59,B,Chicago,Midwest,Electronics,Member,Online,2,57.9,0.17,96.11399999999999,19.73,UPI,6.8
2023-02-01,10:04:28,A,New York,East,Sports,Normal,Online,1,408.75,0.13,355.6125,71.13,Debit Card,9.2
2025-10-04,18:32:02,A,New York,East,Clothing,Normal,In-store,5,332.75,0.18,1364.275,295.72,Cash,5.9
2023-03-08,17:06:46,C,San Francisco,West,Health & Beauty,Normal,Online,7,488.14,0.08,3143.6216,322.98,Cash,6.9
2025-10-19,21:26:24,A,New York,East,Clothing,Normal,In-store,8,284.48,0.21,1797.9136,472.96,UPI,8.0
2025-11-22,12:35:19,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,1,209.68,0.16,176.1312,28.92,UPI,6.4
2023-10-09,21:08:30,A,New York,East,Clothing,Member,Online,7,478.04,0.25,2509.71,219.09,UPI,7.0
2024-05-21,20:21:03,A,New York,East,Electronics,Member,In-store,8,169.78,0.01,1344.6576,336.62,Credit Card,9.4
2024-03-29,14:54:29,B,Chicago,Midwest,Clothing,Member,In-store,8,223.79,0.09,1629.1912,177.44,Gift Card,7.3
2023-09-14,10:45:10,B,Chicago,Midwest,Home & Kitchen,Member,Online,7,141.36,0.17,821.3016,93.9,Cash,6.3
2024-11-15,15:43:56,B,Chicago,Midwest,Sports,Normal,Online,4,88.02,0.16,295.74719999999996,32.48,Cash,7.4
2025-02-24,10:47:14,B,Chicago,Midwest,Health & Beauty,Member,In-store,6,162.37,0.04,935.2512,166.77,Gift Card,9.5
2023-06-21,11:06:09,A,New York,East,Home & Kitchen,Normal,In-store,4,401.86,0.06,1510.9936,287.83,Gift Card,7.3
2024-08-04,12:43:11,C,San Francisco,West,Home & Kitchen,Normal,In-store,9,284.47,0.04,2457.8208000000004,577.49,Cash,9.4
2024-06-17,15:58:02,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,2,304.26,0.04,584.1791999999999,88.86,Credit Card,6.3
2023-06-23,18:14:52,A,New York,East,Clothing,Normal,In-store,3,52.67,0.14,135.8886,33.57,Gift Card,9.6
2025-06-17,21:36:44,C,San Francisco,West,Health & Beauty,Normal,Online,7,457.1,0.02,3135.706,509.04,Credit Card,4.1
2025-02-03,14:16:36,C,San Francisco,West,Home & Kitchen,Member,Online,3,291.06,0.01,864.4482,173.38,Gift Card,9.0
2023-01-07,21:20:23,C,San Francisco,West,Sports,Member,In-store,5,507.97,0.08,2336.6620000000003,608.94,Credit Card,8.7
2025-01-17,19:07:25,C,San Francisco,West,Sports,Normal,Online,5,486.4,0.1,2188.8,199.73,Credit Card,6.5
2025-11-29,18:08:59,B,Chicago,Midwest,Sports,Normal,In-store,8,317.64,0.01,2515.7088,244.72,Credit Card,5.8
2023-01-30,20:10:54,A,New York,East,Home & Kitchen,Normal,In-store,4,510.89,0.05,1941.3819999999998,191.89,Cash,4.3
2023-08-29,20:12:16,B,Chicago,Midwest,Clothing,Normal,Online,2,481.45,0.04,924.3839999999999,233.43,Credit Card,4.3
2024-05-18,12:42:10,A,New York,East,Electronics,Member,In-store,5,124.65,0.13,542.2275,102.07,Cash,5.7
2024-04-12,19:05:49,C,San Francisco,West,Health & Beauty,Member,Online,2,494.33,0.11,879.9073999999999,212.12,UPI,6.6
2024-09-16,15:00:51,C,San Francisco,West,Health & Beauty,Normal,In-store,6,478.88,0.01,2844.5471999999995,746.65,Debit Card,8.0
2025-05-02,17:44:14,B,Chicago,Midwest,Home & Kitchen,Member,Online,5,371.9,0.09,1692.145,347.22,Credit Card,5.0
2023-09-07,09:24:18,B,Chicago,Midwest,Electronics,Member,In-store,3,38.76,0.14,100.0008,22.09,Debit Card,8.6
2024-04-15,14:43:54,C,San Francisco,West,Electronics,Member,Online,1,480.05,0.01,475.2495,61.49,UPI,9.1
2024-10-20,16:59:50,A,New York,East,Electronics,Normal,In-store,7,294.07,0.06,1934.9805999999996,425.06,Gift Card,8.7
2024-06-07,12:21:32,B,Chicago,Midwest,Home & Kitchen,Member,In-store,2,53.78,0.19,87.12360000000001,19.2,UPI,5.3
2024-07-01,16:04:54,A,New York,East,Sports,Normal,In-store,6,436.37,0.01,2592.0378,642.1,Gift Card,7.0
2025-12-08,16:26:51,A,New York,East,Health & Beauty,Member,In-store,4,19.99,0.19,64.7676,13.98,UPI,9.5
2024-12-07,16:48:33,A,New York,East,Electronics,Member,In-store,3,37.07,0.18,91.19220000000001,9.72,Cash,6.7
2024-10-28,10:06:41,B,Chicago,Midwest,Home & Kitchen,Member,Online,5,428.23,0.09,1948.4465000000002,281.91,Debit Card,4.9
2024-02-28,17:34:51,B,Chicago,Midwest,Electronics,Member,In-store,8,276.38,0.16,1857.2736,475.61,Credit Card,5.7
2024-04-09,11:53:16,B,Chicago,Midwest,Health & Beauty,Member,In-store,3,108.04,0.13,281.9844,24.39,Credit Card,8.9
2025-11-26,11:38:49,C,San Francisco,West,Clothing,Member,Online,8,576.97,0.07,4292.6568,718.44,Cash,5.4
2024-08-29,14:27:41,B,Chicago,Midwest,Electronics,Member,In-store,9,113.87,0.16,860.8571999999999,192.19,UPI,9.9
2024-05-24,16:03:55,B,Chicago,Midwest,Clothing,Normal,In-store,1,501.63,0.19,406.32030000000003,99.83,UPI,6.0
2025-11-19,16:57:11,C,San Francisco,West,Home & Kitchen,Member,In-store,5,63.38,0.2,253.52000000000004,33.72,Gift Card,7.6
2024-03-30,12:21:59,B,Chicago,Midwest,Electronics,Normal,In-store,2,76.22,0.05,144.81799999999998,38.51,Credit Card,7.5
2025-09-11,19:03:15,A,New York,East,Clothing,Normal,Online,9,229.67,0.07,1922.3378999999995,331.61,UPI,5.2
2023-10-27,10:06:57,B,Chicago,Midwest,Sports,Member,Online,4,485.15,0.06,1824.1639999999998,464.31,Cash,5.1
2024-08-10,16:56:11,B,Chicago,Midwest,Health & Beauty,Member,In-store,9,544.71,0.01,4853.3661,404.74,Debit Card,4.8
2023-12-04,12:11:14,B,Chicago,Midwest,Clothing,Member,In-store,1,296.93,0.16,249.4212,21.13,UPI,8.2
2025-12-22,17:43:24,B,Chicago,Midwest,Home & Kitchen,Normal,Online,5,374.29,0.17,1553.3035,149.9,Debit Card,6.4
2025-02-21,16:32:59,A,New York,East,Sports,Member,Online,2,308.47,0.21,487.3826000000001,45.89,Cash,7.0
2023-08-10,11:33:27,C,San Francisco,West,Home & Kitchen,Normal,In-store,4,410.79,0.08,1511.7072,241.5,Debit Card,7.1
2023-11-14,18:23:09,B,Chicago,Midwest,Health & Beauty,Member,Online,5,379.88,0.0,1899.4,494.58,Cash,8.0
2025-08-07,18:54:57,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,1,124.94,0.09,113.6954,16.4,Debit Card,7.8
2025-05-30,11:35:41,B,Chicago,Midwest,Sports,Member,In-store,3,539.76,0.12,1424.9664,223.22,Credit Card,8.5
2024-11-06,09:25:02,A,New York,East,Health & Beauty,Member,In-store,2,509.97,0.23,785.3538000000001,121.57,Credit Card,9.6
2024-11-14,18:43:59,A,New York,East,Sports,Normal,Online,5,188.45,0.21,744.3775,104.3,UPI,6.4
2023-07-07,11:31:35,A,New York,East,Health & Beauty,Member,In-store,4,509.81,0.08,1876.1008000000002,466.59,UPI,6.7
2023-10-09,20:27:12,B,Chicago,Midwest,Clothing,Member,In-store,8,312.63,0.03,2426.0088,355.82,Gift Card,4.1
2025-10-19,19:10:44,A,New York,East,Health & Beauty,Member,Online,5,554.59,0.19,2246.0895000000005,216.89,Debit Card,8.6
2024-05-24,11:57:47,C,San Francisco,West,Electronics,Normal,Online,1,586.91,0.1,528.2189999999999,121.83,Credit Card,6.2
2024-09-01,11:59:21,B,Chicago,Midwest,Health & Beauty,Normal,In-store,5,417.45,0.21,1648.9275,394.52,UPI,9.4
2023-01-03,10:28:52,A,New York,East,Home & Kitchen,Normal,In-store,5,116.26,0.18,476.6660000000001,119.33,Gift Card,5.5
2025-03-10,20:09:36,C,San Francisco,West,Sports,Member,Online,5,276.09,0.24,1049.1419999999998,228.46,Cash,6.3
2024-11-29,19:53:19,B,Chicago,Midwest,Sports,Member,In-store,1,418.74,0.02,410.3652,50.26,Debit Card,5.6
2023-03-07,20:55:34,B,Chicago,Midwest,Electronics,Member,In-store,8,182.17,0.14,1253.3295999999998,315.96,Debit Card,4.3
2025-07-25,16:53:52,C,San Francisco,West,Clothing,Normal,Online,6,193.7,0.05,1104.0899999999997,215.48,Gift Card,9.8
2025-10-20,13:27:30,B,Chicago,Midwest,Sports,Normal,In-store,5,36.82,0.05,174.89499999999998,30.06,Cash,5.9
2024-08-04,17:13:44,B,Chicago,Midwest,Home & Kitchen,Member,In-store,6,66.77,0.03,388.6014,108.56,Debit Card,5.4
2023-05-05,09:42:21,A,New York,East,Electronics,Member,In-store,3,235.18,0.09,642.0414,178.84,Cash,8.0
2025-08-14,20:46:36,A,New York,East,Clothing,Member,Online,2,125.91,0.09,229.1562,34.44,Debit Card,4.6
2025-07-30,14:17:21,C,San Francisco,West,Clothing,Normal,Online,3,428.41,0.07,1195.2639,259.27,Debit Card,7.8
2023-09-09,13:21:17,A,New York,East,Electronics,Normal,In-store,9,203.48,0.1,1648.1879999999999,387.79,Cash,6.0
2023-04-06,09:09:28,B,Chicago,Midwest,Health & Beauty,Member,In-store,9,53.44,0.24,365.5296,30.73,Cash,4.5
2024-02-09,12:22:09,C,San Francisco,West,Sports,Normal,Online,9,328.45,0.03,2867.3684999999996,268.25,Debit Card,6.6
2023-09-28,12:37:15,A,New York,East,Health & Beauty,Member,In-store,9,32.49,0.22,228.07980000000003,35.29,Credit Card,7.8
2023-09-12,12:01:17,A,New York,East,Sports,Member,Online,6,519.15,0.18,2554.218,353.76,Credit Card,6.1
2023-09-05,21:16:01,A,New York,East,Electronics,Normal,In-store,5,442.42,0.05,2101.495,402.84,Credit Card,9.1
2023-08-16,19:04:56,A,New York,East,Electronics,Member,In-store,8,590.29,0.17,3919.5255999999995,327.95,Gift Card,9.5
2023-08-14,20:13:33,A,New York,East,Clothing,Member,In-store,8,395.12,0.01,3129.3504,298.07,UPI,7.4
2023-09-12,20:52:45,C,San Francisco,West,Clothing,Normal,Online,4,334.76,0.18,1098.0128,89.12,Cash,4.8
2024-10-06,21:06:03,C,San Francisco,West,Clothing,Member,Online,1,174.74,0.02,171.2452,26.38,Cash,7.3
2024-05-05,09:58:12,C,San Francisco,West,Clothing,Normal,Online,7,460.5,0.2,2578.8,665.07,UPI,8.4
2023-12-23,10:19:32,A,New York,East,Sports,Normal,Online,3,196.99,0.08,543.6924,53.76,Gift Card,4.7
2023-09-16,18:42:54,B,Chicago,Midwest,Sports,Member,Online,2,496.1,0.02,972.356,105.9,Credit Card,6.8
2025-12-13,20:09:23,B,Chicago,Midwest,Health & Beauty,Normal,In-store,2,438.13,0.22,683.4828,76.23,Gift Card,6.9
2025-01-10,13:42:57,A,New York,East,Clothing,Normal,In-store,5,115.92,0.13,504.252,102.54,Credit Card,6.0
2025-09-10,09:18:34,C,San Francisco,West,Sports,Member,Online,2,179.03,0.18,293.60920000000004,46.18,Cash,7.4
2023-09-16,12:14:04,B,Chicago,Midwest,Health & Beauty,Member,In-store,8,162.8,0.12,1146.112,270.38,UPI,6.7
2024-10-22,19:31:10,C,San Francisco,West,Home & Kitchen,Member,In-store,4,192.95,0.12,679.184,124.58,Credit Card,9.8
2023-11-20,12:59:03,B,Chicago,Midwest,Electronics,Normal,Online,1,410.71,0.23,316.2467,66.6,Cash,6.1
2023-07-15,15:18:21,C,San Francisco,West,Electronics,Normal,Online,7,353.97,0.12,2180.4552,506.11,Credit Card,5.3
2024-11-27,13:20:45,C,San Francisco,West,Electronics,Member,Online,4,38.21,0.17,126.85719999999999,32.02,Credit Card,6.1
2025-01-04,10:22:56,B,Chicago,Midwest,Electronics,Normal,Online,3,579.63,0.15,1478.0565,265.49,UPI,8.2
2023-05-05,21:52:04,A,New York,East,Clothing,Member,In-store,5,265.9,0.19,1076.895,118.69,Cash,7.0
2025-10-12,13:00:13,C,San Francisco,West,Electronics,Member,Online,5,419.98,0.16,1763.916,217.22,Cash,8.4
2023-07-05,13:50:34,A,New York,East,Sports,Member,Online,6,79.79,0.2,382.992,78.61,UPI,8.7
2025-08-05,19:56:13,C,San Francisco,West,Clothing,Member,Online,1,248.03,0.04,238.1088,47.57,UPI,6.3
2025-10-19,21:22:30,C,San Francisco,West,Sports,Normal,In-store,8,141.39,0.08,1040.6304,156.76,Debit Card,6.4
2023-04-18,11:12:40,C,San Francisco,West,Home & Kitchen,Normal,Online,4,113.32,0.05,430.61599999999993,80.16,Credit Card,6.1
2024-08-29,15:40:44,A,New York,East,Clothing,Normal,In-store,6,130.92,0.19,636.2712,117.46,Credit Card,9.7
2024-02-12,19:27:59,B,Chicago,Midwest,Health & Beauty,Normal,In-store,8,536.62,0.02,4207.1008,733.41,UPI,4.6
2025-07-15,14:42:03,A,New York,East,Home & Kitchen,Member,In-store,5,566.92,0.18,2324.3720000000003,282.67,Gift Card,4.5
2024-12-14,10:57:55,B,Chicago,Midwest,Health & Beauty,Normal,In-store,2,570.04,0.19,923.4648,209.69,UPI,8.9
2023-01-15,13:07:51,A,New York,East,Home & Kitchen,Normal,In-store,3,589.69,0.24,1344.4932000000001,129.86,Debit Card,5.4
2024-01-12,09:51:37,C,San Francisco,West,Clothing,Normal,In-store,1,170.7,0.1,153.63,34.28,Credit Card,8.6
2025-12-06,13:24:16,B,Chicago,Midwest,Sports,Member,In-store,3,362.92,0.16,914.5584,188.12,UPI,8.9
2024-04-28,17:06:33,C,San Francisco,West,Sports,Member,In-store,5,376.58,0.17,1562.8069999999998,138.99,Credit Card,5.3
2025-09-29,18:48:56,B,Chicago,Midwest,Sports,Normal,Online,1,328.8,0.07,305.784,51.52,Cash,9.9
2024-08-02,19:06:07,A,New York,East,Sports,Member,Online,8,368.52,0.03,2859.7151999999996,765.09,Gift Card,4.8
2024-06-17,21:40:00,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,9,449.68,0.24,3075.8112,588.35,UPI,7.8
2023-07-28,13:28:02,C,San Francisco,West,Sports,Normal,In-store,9,109.49,0.07,916.4313,157.01,Debit Card,5.0
2023-11-04,18:43:50,C,San Francisco,West,Sports,Normal,In-store,7,476.71,0.21,2636.2063,229.16,Credit Card,5.3
2023-07-05,12:42:55,C,San Francisco,West,Home & Kitchen,Member,Online,3,302.84,0.21,717.7308,149.81,Credit Card,8.0
2024-08-01,13:16:50,A,New York,East,Clothing,Member,Online,7,41.48,0.24,220.67359999999996,57.13,Debit Card,6.7
2023-09-25,14:45:16,A,New York,East,Health & Beauty,Member,In-store,2,378.82,0.19,613.6884,84.06,Debit Card,5.8
2023-06-19,20:51:54,B,Chicago,Midwest,Clothing,Member,In-store,8,268.02,0.15,1822.5359999999998,364.79,Cash,4.8
2023-06-13,18:57:57,B,Chicago,Midwest,Home & Kitchen,Member,Online,4,488.24,0.12,1718.6048,449.7,Gift Card,9.0
2023-01-08,09:55:02,B,Chicago,Midwest,Clothing,Member,In-store,7,397.26,0.12,2447.1216,246.34,Cash,9.5
2025-08-02,14:58:03,B,Chicago,Midwest,Health & Beauty,Member,In-store,9,83.48,0.06,706.2408,184.93,Cash,8.8
2024-08-12,13:42:39,C,San Francisco,West,Home & Kitchen,Member,Online,5,280.17,0.03,1358.8245000000002,360.74,Credit Card,8.9
2025-03-09,10:50:49,B,Chicago,Midwest,Electronics,Member,Online,7,347.3,0.11,2163.679,306.3,Credit Card,6.2
2024-07-28,21:24:36,A,New York,East,Electronics,Normal,In-store,9,384.6,0.09,3149.8740000000003,847.43,Debit Card,5.0
2025-12-22,21:27:32,B,Chicago,Midwest,Clothing,Normal,In-store,7,13.09,0.1,82.467,7.27,UPI,5.8
2024-01-27,09:27:34,A,New York,East,Electronics,Normal,In-store,5,333.26,0.01,1649.637,166.36,Cash,7.9
2023-12-30,12:16:59,C,San Francisco,West,Health & Beauty,Normal,Online,4,319.64,0.02,1252.9887999999999,227.47,UPI,5.7
2025-07-10,11:07:33,C,San Francisco,West,Clothing,Member,Online,5,102.0,0.17,423.29999999999995,74.3,Cash,5.5
2023-12-30,13:17:27,C,San Francisco,West,Clothing,Normal,In-store,7,361.13,0.09,2300.3981,501.68,Cash,6.9
2025-10-03,16:36:50,C,San Francisco,West,Home & Kitchen,Normal,Online,2,134.65,0.17,223.519,59.14,Gift Card,8.0
2025-03-16,14:21:31,A,New York,East,Health & Beauty,Normal,In-store,2,86.6,0.22,135.096,24.71,UPI,4.6
2024-01-04,17:31:41,A,New York,East,Sports,Member,Online,9,439.97,0.04,3801.3408000000004,923.46,Debit Card,9.6
2024-06-30,16:18:33,B,Chicago,Midwest,Home & Kitchen,Member,Online,1,288.14,0.09,262.2074,22.65,UPI,5.1
2023-09-09,16:28:43,C,San Francisco,West,Health & Beauty,Member,Online,7,98.6,0.24,524.5519999999999,108.71,UPI,8.0
2025-12-22,17:54:30,A,New York,East,Electronics,Normal,Online,8,148.47,0.02,1164.0048,104.51,UPI,4.3
2023-11-23,11:30:18,A,New York,East,Clothing,Normal,In-store,5,287.46,0.01,1422.927,208.81,UPI,4.8
2025-04-07,21:19:56,C,San Francisco,West,Health & Beauty,Normal,Online,5,356.4,0.18,1461.24,257.66,Credit Card,7.0
2024-08-22,10:15:54,B,Chicago,Midwest,Sports,Member,In-store,1,489.37,0.19,396.3897,35.57,Gift Card,9.1
2023-04-01,19:34:08,C,San Francisco,West,Health & Beauty,Member,In-store,8,334.37,0.07,2487.7128,665.9,Credit Card,5.6
2025-09-17,11:21:26,A,New York,East,Electronics,Normal,In-store,9,473.8,0.04,4093.6319999999996,403.86,Gift Card,7.5
2025-06-10,13:42:42,B,Chicago,Midwest,Sports,Member,Online,2,72.09,0.05,136.971,22.76,Debit Card,8.0
2024-09-22,21:28:05,B,Chicago,Midwest,Electronics,Normal,In-store,7,467.69,0.1,2946.447,664.54,Cash,7.4
2025-12-08,19:16:07,B,Chicago,Midwest,Clothing,Normal,In-store,7,422.0,0.23,2274.58,304.81,Gift Card,9.9
2023-12-25,18:11:39,C,San Francisco,West,Sports,Normal,In-store,1,244.71,0.25,183.5325,29.39,Cash,8.9
2023-09-09,14:29:06,C,San Francisco,West,Clothing,Normal,In-store,9,284.78,0.13,2229.8273999999997,612.98,UPI,9.5
2024-08-07,14:14:04,A,New York,East,Clothing,Member,In-store,3,80.43,0.0,241.29000000000002,52.68,UPI,5.1
2023-07-10,20:41:04,C,San Francisco,West,Home & Kitchen,Member,Online,9,90.96,0.2,654.912,148.91,Cash,4.9
2025-12-10,17:49:56,A,New York,East,Health & Beauty,Normal,In-store,8,226.31,0.18,1484.5936000000002,203.19,UPI,7.5
2025-10-10,19:40:07,A,New York,East,Clothing,Member,In-store,9,20.78,0.06,175.7988,31.15,UPI,4.0
2025-06-13,14:35:31,A,New York,East,Health & Beauty,Member,In-store,8,356.45,0.05,2709.02,259.73,Cash,4.4
2025-03-25,14:15:57,B,Chicago,Midwest,Home & Kitchen,Member,In-store,2,583.97,0.05,1109.543,271.25,Credit Card,6.6
2023-05-24,12:08:56,B,Chicago,Midwest,Clothing,Normal,In-store,1,331.88,0.23,255.5476,38.58,UPI,8.9
2024-05-30,21:06:43,A,New York,East,Sports,Member,Online,2,479.67,0.1,863.4060000000001,148.6,Gift Card,7.1
2025-09-22,20:32:06,A,New York,East,Electronics,Normal,Online,8,432.84,0.08,3185.7024,267.13,Cash,6.0
2024-02-09,11:37:02,B,Chicago,Midwest,Health & Beauty,Member,In-store,5,96.27,0.23,370.6395,47.02,UPI,7.0
2024-01-16,21:05:37,A,New York,East,Home & Kitchen,Member,Online,2,327.04,0.03,634.4576000000001,103.81,UPI,9.3
2024-02-06,19:00:17,C,San Francisco,West,Electronics,Member,In-store,7,174.58,0.19,989.8686000000002,88.25,Debit Card,7.8
2024-04-06,18:19:43,B,Chicago,Midwest,Health & Beauty,Normal,Online,1,468.03,0.16,393.1452,46.64,Cash,5.8
2023-08-03,15:26:23,A,New York,East,Health & Beauty,Normal,In-store,2,226.67,0.17,376.27219999999994,46.23,Debit Card,5.5
2024-08-12,19:46:46,C,San Francisco,West,Sports,Normal,Online,4,516.65,0.16,1735.944,358.84,UPI,8.8
2023-12-30,15:39:05,C,San Francisco,West,Sports,Normal,Online,3,244.09,0.17,607.7841,136.22,UPI,6.9
2023-04-17,11:49:04,B,Chicago,Midwest,Health & Beauty,Normal,In-store,7,92.3,0.14,555.646,96.13,UPI,8.6
2024-07-20,21:57:10,B,Chicago,Midwest,Home & Kitchen,Member,In-store,4,156.39,0.23,481.6812,83.77,Gift Card,8.9
2025-12-22,21:53:52,C,San Francisco,West,Electronics,Normal,In-store,7,503.21,0.09,3205.4476999999997,567.77,Debit Card,9.7
2023-09-28,12:32:30,A,New York,East,Health & Beauty,Normal,Online,5,189.9,0.01,940.005,152.91,Debit Card,9.6
2023-03-07,19:11:44,B,Chicago,Midwest,Clothing,Normal,Online,3,231.04,0.19,561.4272000000001,96.39,Gift Card,6.2
2023-09-08,16:58:09,A,New York,East,Clothing,Member,In-store,3,65.73,0.25,147.89249999999998,30.78,Cash,7.3
2023-12-12,20:33:30,B,Chicago,Midwest,Health & Beauty,Normal,In-store,8,66.78,0.09,486.15840000000003,126.82,Debit Card,8.7
2023-01-23,10:45:40,A,New York,East,Health & Beauty,Member,Online,6,199.36,0.07,1112.4288,272.41,Cash,7.0
2024-09-20,20:57:45,A,New York,East,Electronics,Member,Online,2,424.41,0.09,772.4262000000001,209.77,Gift Card,9.7
2025-10-19,11:52:01,C,San Francisco,West,Clothing,Normal,Online,9,207.25,0.02,1827.945,392.89,UPI,8.4
2025-05-21,17:48:08,A,New York,East,Home & Kitchen,Normal,In-store,7,287.75,0.22,1571.115,239.46,Gift Card,5.3
2025-12-26,11:40:02,C,San Francisco,West,Health & Beauty,Normal,Online,2,100.76,0.19,163.23120000000003,13.8,Gift Card,4.1
2025-06-09,13:37:50,B,Chicago,Midwest,Sports,Member,In-store,2,95.31,0.14,163.9332,15.33,Debit Card,4.0
2024-08-04,21:19:56,C,San Francisco,West,Clothing,Member,Online,1,454.34,0.03,440.7098,106.18,Credit Card,8.0
2023-05-08,11:50:25,A,New York,East,Home & Kitchen,Normal,Online,6,85.89,0.22,401.96520000000004,111.75,Cash,5.5
2023-01-11,12:53:46,C,San Francisco,West,Electronics,Member,In-store,6,291.2,0.09,1589.952,300.06,UPI,7.9
2023-03-31,12:23:13,A,New York,East,Health & Beauty,Normal,Online,5,529.01,0.19,2142.4905000000003,494.83,Credit Card,7.3
2023-08-09,19:46:39,B,Chicago,Midwest,Home & Kitchen,Member,Online,8,204.73,0.19,1326.6504,354.92,Debit Card,4.3
2025-09-10,12:16:32,B,Chicago,Midwest,Electronics,Member,In-store,2,427.27,0.15,726.3589999999999,63.47,Credit Card,4.3
2023-07-12,19:39:11,B,Chicago,Midwest,Electronics,Member,In-store,5,515.21,0.19,2086.6005000000005,533.8,Gift Card,9.5
2025-10-25,11:20:23,C,San Francisco,West,Clothing,Member,Online,1,21.15,0.03,20.5155,3.79,Credit Card,9.7
2023-02-02,09:55:10,A,New York,East,Electronics,Normal,Online,9,49.8,0.17,372.006,81.11,Credit Card,5.5
2024-04-09,11:30:11,C,San Francisco,West,Electronics,Normal,Online,1,282.32,0.03,273.8504,28.04,Debit Card,5.0
2025-11-06,12:48:10,A,New York,East,Health & Beauty,Normal,In-store,1,483.82,0.05,459.62899999999996,41.12,Cash,5.9
